Package Name,ID,Class
seldon-core,301467,0
seldon,301472,1
selectivesearch,301489,1
selene-sdk,301508,1
selector-standardizers,301514,0
seleniumai,301516,1
self-attention-cv,301642,1
selfsne,301683,1
self-supervised-dermatology,301691,0
self-supervised,301708,1
semantic-kit,301753,0
semantic-search,301766,0
semanticlayertools,301768,0
semantic-segmentation,301769,1
semantic-search-faiss,301770,1
semantic-text-similarity,301777,0
semiflow,301858,1
sem-reject,301867,0
semtorch,301894,1
sem-transformers,301920,1
sendit,301979,1
sencore,301990,0
senda,302007,0
sensai,302081,0
sense2vec,302096,0
sensenet,302121,1
sensortransformer,302196,1
sentencebertservice,302215,1
senta,302219,0
sent2vec,302221,0
sentencepiece,302234,1
sentencesimilarity,302242,0
sentence-similarity,302244,1
sentency,302249,0
sentence-transformers,302255,1
senti-c,302259,1
sentileak,302275,0
sentiment-analysis-csci-e89,302281,0
sentiment-analysis,302287,0
sentimentpl,302290,0
sentimentmodel,302296,0
sentinel-imgpackage,302300,0
sentivi,302329,1
sentence-embeddings,302364,1
sentspace,302525,0
seq2annotation,302618,1
seq2seq-lstm,302620,1
seq2label,302621,0
seq2vec,302623,0
seqal,302624,0
seq2seq-pytorch,302626,0
seq-conv,302632,1
seqdist,302644,0
seqeval,302646,1
seqgra,302653,1
seqiolib,302658,0
seqio,302665,0
seqio-nightly,302667,0
seqmod,302678,1
seqnn,302679,1
seqp,302702,1
seqtag,302707,1
seqtag-keras,302712,0
seqtolang,302718,1
sequencelearn,302763,0
sequitur,302793,1
seqviz,302798,1
seqvec,302806,0
serotiny,303018,0
serpentai,303029,1
serval-config-utils,303049,0
serveit,303062,1
serve-quik,303067,0
serverstats,303161,0
setupextras,303479,0
sfaira,303693,0
sf-hamilton,303781,0
sfdc-merlion,303791,0
sfopenboson,303814,0
sfu-ml-lib,303857,0
sfu-tf-lib,303859,0
sfu-torch-lib,303866,0
sgdml,303893,0
sgl-dair,303935,1
sgnlp,303957,1
sgrequests,304000,0
sgsuite,304002,0
shadho,304055,1
shadowcut,304070,0
shadow-ssml,304103,1
shafts,304118,0
shallowlearn,304181,1
shallowgibbs-doublebackpropagation,304186,1
shapeae,304260,1
shapeandshare-dicebox-core,304264,0
shape-fitting,304267,1
shape-image,304280,1
shapedata,304291,0
shapeguard,304299,0
shape-registration,304304,1
shapley,304324,1
sharedcloud-cli,304377,1
shapr-torch,304378,1
shapr,304379,1
shatter,304507,1
shbtf0302,304523,1
shelephant,304624,0
shiba-model,304813,1
shiftlab-ocr,304855,0
shiftcrypt,304889,0
shining,304930,0
shineflow,304932,1
shinuk,304977,1
shinnosuke,305092,1
shml,305118,0
sho,305135,0
shmtorch,305198,0
shorttextclustering,305303,0
shorttext,305339,1
showml,305408,1
showcase-parser,305462,0
shrinemaiden,305471,0
shrub,305494,1
shrm,305556,0
siambomb,305659,0
sibyl-ai,305703,0
sibyl-tool,305713,0
sidechainnet,305769,1
sidekickai,305789,1
sightseer,305894,1
sigma-em,305913,1
siglo,305919,0
signal-separation,306012,1
signatory,306036,1
signatureanalyzer,306039,0
signal-transformation,306043,1
signlanguagerecognition,306079,1
sign-language-datasets,306081,0
signs,306095,0
sigproextractor,306111,0
sigprofilerextractor,306117,0
sigurd,306132,0
sikriml,306156,0
silabs-mltk,306173,0
silero,306206,1
sikufenci,306245,0
sil-machine,306335,0
simages,306349,1
simalign,306353,1
simba-uw-no-tf,306372,0
simba-uw-tf-dev,306373,0
simcardems,306378,0
simclr,306392,1
simctgbeta,306404,1
simctg,306409,1
simelixir,306424,0
simhandler,306468,0
simil,306476,0
similarities,306483,1
similaritytoolbox,306485,1
simnets,306526,1
simba-uw-tf,306539,0
simpleaccess,306633,0
simpleai-lib,306666,1
simplebert,306717,0
simplebot-translator,306741,0
simplecel,306783,0
simplechatbotintents,306813,0
simple-component-slider,306839,0
simple-component-folder,306852,0
simple-converge,306855,1
simple-co-train,306865,0
simple-deepmoji,306903,0
simple-diarizer,306921,0
simple-elmo,306984,1
simplefilter,307031,1
simple-framework,307043,0
simplegan,307095,1
simple-hierarchy,307138,1
simple-hierarchy-pytorch,307144,1
simple-image-classifier,307181,1
simpleir,307222,1
simpleml,307380,1
simplenet,307411,1
simple-neural-net,307413,1
simple-onnx-processing-tools,307428,0
simplepipeline,307497,0
simplepytorch,307593,1
simplerepresentations,307636,1
simple-romp,307653,1
simple-sagemaker,307688,0
simplet5,307830,1
simple-tensorflow-serving,307898,1
simpletransformers-le,307975,0
simpletransformers,307987,1
simplified-keras,308008,0
simplexfmrartifact,308067,0
simpsons-classifier-sheregeda,308070,0
simuleval,308192,0
sinagot,308218,0
sinabs,308219,1
sinabs-dynapcnn,308222,1
sincnet-tensorflow,308265,1
singa,308270,1
singa-easy,308273,0
singular-launcher,308379,1
singularitytechnologies.easymodelskeras,308389,0
sinkhorn-transformer,308390,1
sinzident,308428,0
sionna,308440,0
sipann,308458,1
siren-torch,308520,1
siriusn16cxrseg,308540,0
siren-pytorch,308581,1
sister,308603,1
sitefab,308630,0
site-scrapers,308684,0
siu-data,308718,0
sivae,308728,0
sitorchtools,308729,1
sixadsds,308737,0
sizif,308805,0
sjaandi,308818,0
sjsdm-py,308848,1
sk8ai,308879,1
sk2torch,308888,0
skater,308917,1
skflow,309022,1
skeletor-ml,309036,0
skillful-nowcasting,309065,1
skil,309069,0
skills-ml,309080,0
skipchunk,309122,0
skippa,309125,0
skipper-lib,309126,1
skipthoughts,309142,1
sklearn-evaluation,309189,1
skl2onnx,309199,0
sklearnn,309201,1
sklearn-plus,309218,0
sklearn-sequence-classifiers,309225,0
sklearn-ts,309229,1
sknrf-core,309270,0
sko,309275,1
sknlp,309278,0
skm-tea,309280,0
sk-nlp,309293,0
skorch,309299,1
skqulacs,309319,1
skroute,309346,0
sktime,309365,0
sktime-dl,309366,1
sktmls,309368,0
sktransformer,309370,0
skweak,309391,0
skydl,309425,1
skylearnn,309465,1
skyline-pytorch,309479,1
skyline-profiler,309480,1
skyline-cli,309489,1
skt,309492,0
skywatchai,309563,0
slakh-dataset,309813,0
sldatasets,309969,0
sleepecg,310014,0
sleap,310085,1
sleep-models,310098,0
slicevision,310106,0
slideflow,310149,1
slidingwindow-generator,310169,1
slik-wrangler,310170,1
slidl,310173,1
sliding-window-generator,310193,1
slingpy,310209,0
slisemap,310238,1
slope,310282,0
slot-attention,310307,1
slovnet,310353,1
slmethod,310358,0
slp,310379,1
slrkit,310400,0
slurm-to-wandb,310476,0
smaberta,310528,1
smallrnaseq,310603,1
small-text,310611,1
smartanno,310646,1
smart-app-framework,310649,0
smartcare,310698,1
smartnoise-synth,310889,0
smartnlp,310892,1
smartonnx,310919,0
smart-pytorch,310953,1
smartredis,310957,1
smarts,310987,0
smartsim,311020,0
smashpy,311050,0
smb-optimizer,311074,0
smdebug,311115,1
smenan,311131,0
smile-datasets,311175,1
smilespe,311184,0
smjsindustry,311225,0
smitotext,311232,0
smic,311266,1
smnet,311274,1
smnet-gpu,311277,1
smnsr,311278,0
smorfinder,311348,0
smote-variants,311363,0
smpplib2,311377,1
smplx,311383,0
smpr3d,311390,0
smqtk-detection,311394,0
smsing,311470,0
snaf,311638,0
snake-gym,311676,1
snapper-ml,311790,0
snare-ml,311850,0
sngramextractor,311960,0
sng,312015,0
snntoolbox,312094,1
snntorch,312104,1
snorkel-metal,312130,0
snowfall-ml,312202,1
snorkel,312230,0
snvoter,312331,0
soccer-summarizator,312418,0
soccer-twos,312420,0
soccerdata,312450,0
social-distancing-sim,312491,0
sockeye,312626,1
sockeye-serving,312627,0
soco-mrc,312684,0
soco-tokenizer,312690,0
socrates-api,312726,0
softalignments,312779,1
soft-dtw,312811,1
sof-utils,312889,0
solarmask,312958,0
solarnet-lib,312962,0
solaris,312990,1
solo-learn,313064,1
soln-ml,313071,1
solitairenet,313086,1
solsim,313112,0
solt,313115,1
somber,313200,1
soltrannet,313243,0
some-awful-package-omg,313254,0
somepytools,313261,1
some-awful-package,313273,0
somlib,313299,1
somnus,313303,0
sonia,313386,0
sonnia,313427,0
sonotoria,313436,0
sonotools,313437,0
sonorus,313438,1
sonosco,313439,0
sonusai,313453,0
sopel-deepl,313492,0
soph,313530,0
sorn,313620,1
soscikit,313723,0
sotaai,313777,0
soumayan3,313800,0
soumayan4,313802,0
soundpy,313852,1
soundscape-generation,313853,1
sourced-ml,313900,0
sourced-ml-core,313910,0
space-bandits,313996,0
spacecutter,314008,1
spaceflow,314037,0
spacekit,314041,0
spaceray,314085,0
space-x,314105,0
spaco,314114,0
spacetornado,314116,0
spacy-affixes,314120,0
spacy,314121,1
spacy_ann,314124,0
spacy-alpino,314125,0
spacy-annotator,314126,0
spacy-arguing-lexicon,314127,0
spacy-ann-linker,314129,0
spacycake,314130,0
spacy-combo,314131,0
spacy-crfsuite,314133,0
spacy-coptic,314136,0
spacy-cleaner,314137,0
spacy-conll,314139,0
spacy-experimental,314141,0
spacy-fi-experimental-web-md,314142,0
spacyemoticon,314143,0
spacy-entity-linker,314146,0
spacy-chapas,314147,0
spacyface,314148,1
spacy-german-preprocess,314149,0
spacybert,314153,1
spacy-lookup,314156,0
spacy-html-tokenizer,314157,0
spacy-jptdp,314159,0
spacopt,314160,0
spacy-huggingface-hub,314162,0
spacy-detok,314163,0
spacy-http,314164,0
spacy-model-manager,314166,0
spacyjsonnlp,314167,0
spacy-fastlang,314169,0
spacymoji,314170,0
spacy-och,314172,0
spacy-language-detection,314174,0
spacy-phony,314175,0
spacy-richtext-utils,314180,0
spacy-nightly,314181,0
spacyopentapioca,314183,0
spacy-diffbot-nlapi,314184,0
spacy-readability,314185,0
spacy-download,314187,0
spacy-report,314188,0
spacypdfreader,314189,0
spacy-stanza,314190,0
spacy-syllables,314191,0
spacy-streamlit,314192,0
spacy-symspell,314193,0
spacy-transformers,314196,0
spacy-pattern-builder,314197,0
spacy-sentence-bert,314198,1
spacy-thrift,314199,0
spacy-ray,314202,0
spacy-universal-sentence-encoder,314203,1
spacy-udpipe,314204,0
spacy-thai,314205,0
spacytextblob,314207,0
spacy-span-analyzer,314208,0
spadecon,314210,0
spacy-wrap,314214,0
spaczz,314233,0
spametric,314252,0
spagcn,314266,1
spamscope,314282,0
spanish-chatbot,314287,1
sparch,314335,0
sparkdl,314374,1
sparkflow,314380,1
sparclur,314430,0
sparktorch,314525,1
sparqltransformer,314573,1
sparrow-tool,314582,1
sparsecootensormulpytorch,314586,1
sparse-dok,314594,1
sparsely-connected-keras,314610,0
sparsemax,314613,0
sparselayer-tensorflow,314618,1
sparseedges,314620,1
sparseml,314625,1
sparseml-nightly,314633,1
sparse-som,314635,1
sparsify,314644,1
sparsify-nightly,314646,1
sparsezoo,314647,1
sparv-pipeline,314657,0
sparsezoo-nightly,314662,1
sparselinear,314681,1
spatial-eggplant,314699,0
spatialcluster,314721,0
spatialtis,314725,0
spatial-correlation-sampler,314786,1
speaksee,314867,1
spec-augment,314876,0
specaugment,314880,1
spec2vec,314881,0
speaker-verification,314908,0
special-k,314950,0
spectrai,314987,0
spectralembeddings,315002,1
spectra-torch,315030,0
spectrogram-to-audio,315034,0
spectrallayerspytorch,315070,0
speech-2-text,315082,0
speechaugs,315096,0
speech-interface,315105,1
speechmix,315114,1
speechbrain,315116,0
speech-text,315130,0
speech_ml,315144,0
speednet,315152,0
speechx,315154,1
speculator,315182,1
speedtoxify,315185,0
speedtorch,315193,1
spektral,315214,1
spellrst,315259,0
spflow,315292,1
speteval,315315,0
spheres,315318,0
spherenet,315351,1
spicesor,316161,0
spiegelib,316250,0
spikingjelly,316316,1
spindex,316343,0
spleeter,316503,1
splearn,316511,1
spleeter-without-multiprocessing,316528,1
spleeter-gpu,316534,1
splink-graph,316542,0
splintr,316546,0
split-datalawyer,316555,0
spliceai,316576,0
splitprop,316596,0
split-folders,316597,1
spl-manager,316636,0
spltr,316650,1
spnets,316705,1
spock-config,316719,1
spoken2written,316728,0
sporch,316795,0
spokestack,316796,1
sporco,316819,1
sports-news-collector,316820,0
sporco-cuda,316823,1
spork-cli,316830,1
spotify_tensorflow,316939,1
spotty,317030,1
spreadsheet-to-cpplib,317090,1
spreco,317105,0
spriteworld,317236,1
sptm,317302,0
sputummrcnn,317331,0
spwk-cartesius,317337,0
spylind,317431,0
spynnaker8,317461,1
spyraio,317462,1
spyrit,317475,1
sqlflow,317968,1
sqlflow-models,317995,0
sql-profiling,318260,0
squat,318395,0
squeezenet,318409,1
squirrel-datasets-core,318442,0
squirrel-core,318444,0
sqwash,318460,1
squid-qml,318464,0
sr3,318465,0
sr3-x,318468,0
srbai,318495,0
srec-nlp,318587,0
srfnef,318597,0
srmd-ncnn-vulkan-python,318637,1
srp-nlp,318645,0
srttranslate,318681,1
srt-deepl,318701,1
sru,318731,1
ssap,318733,0
ssdeep,318776,1
ssfinetuning,318812,1
ssl-eval,319051,0
ssm,319082,0
ssr-eval,319174,0
sssegmentation,319193,1
ssu-tk,319243,0
stabilizer,319298,0
stable-baselines3,319311,1
stackeddag,319371,1
stackl-cli,319416,0
stadv,319531,1
stadle-client,319536,0
st-agraph-symrzknr,319554,0
stamp-processing,319597,0
stam-pytorch,319612,1
stan2tfp,319613,0
stanford-openie,319657,0
stannetflow,319672,0
stannum,319684,1
stanza,319689,1
stanza-batch,319696,1
stanfordnlp,319698,1
stardist-napari,319738,0
stardist,319747,0
starfruitai,319827,1
starling-sim,319860,0
starmart,319895,1
starttf-extra,319987,0
starttf,320056,1
state-op,320119,1
statopt,320293,0
statsarbportfolio,320350,0
statsforecast,320392,0
st-btn-select,320502,0
st-btn-select-custom,320507,0
st-card-component-alex,320516,0
st-card-component-2,320518,0
st-card,320519,0
st-click-detector,320521,0
st-clickable-images,320527,0
st-comp-3dmodel,320534,0
st-cytoscape,320536,0
st-compare-stock,320549,0
st-card-component,320576,0
stchess,320578,0
stdog,320583,1
stave,320594,0
steadynlp,320609,0
steam-sdk,320674,0
st-echarts-events,320692,0
stedsans,320696,0
stefutils,320771,1
steganogan,320787,0
stellargraph,320829,1
steinbock,320832,0
stemia,320857,0
stemlempipe,320875,1
stepfunctions,320902,1
steppy,320934,1
steppy-toolkit,320935,1
stereo3d,320967,0
stereodemo,320970,1
st-flashcard,321016,0
stglance,321033,0
st-group-barchart,321034,0
stimson-web-scraper,321105,0
stg,321185,1
st-kickoff,321199,0
st-material-table,321225,0
stlearn,321235,0
stn,321240,1
stnavbar,321242,0
stochannpy,321268,1
stochdepth,321276,1
stmol,321281,0
stock-analysis-engine,321306,1
stockdl,321311,1
stockermake,321324,0
stockfast,321340,1
stockio,321345,1
stocker,321381,1
stoke,321460,1
stonkgs,321510,1
stoobly-agent,321517,0
stoobly,321519,0
stonesoup,321540,0
storchastic,321618,1
storybro,321694,0
stout-pypi,321707,0
stos,321729,0
stplus,321735,0
stqdm,321756,0
stram,321801,0
strawberryfields-gpu,321899,0
strawberry-graphql-mage,321914,0
strawberryfields,321918,1
stray,321929,0
streambook,321951,0
st-radial,321972,0
streamlit-agraph,322030,0
streamlit-ace,322039,0
streamlit-aggrid,322040,0
streamlit-alert-component,322042,0
streamlit-analytics,322044,0
streamlit-azure-ad-login,322046,0
streamlit,322047,1
streamlit-apex-charts,322048,0
streamlit-auth0-component,322049,0
streamlit-callbacks,322050,0
streamlit-chat,322051,0
streamlit-cropper,322052,0
streamlit-cookies-manager,322053,0
streamlit-awesome-table,322054,0
streamlit-custom-notification-box,322055,0
streamlit-antv,322057,0
streamlit-card,322059,0
streamlit-custom-tooltip,322060,0
streamlit-cytoscapejs,322061,0
streamlit-card-select,322063,0
streamlit-cardselectable,322065,0
streamlit-d3-demo,322066,0
streamlit-data-profile-viewer,322067,0
streamlit-bridge,322068,0
streamlit-diff-viewer,322069,0
streamlit-disqus,322070,0
streamlit-dimensions,322071,0
streamlit-discourse,322072,0
streamlit-fb-post,322073,0
streamlit-d3graph,322074,0
streamlit-embeded,322075,0
streamlit-embedcode,322076,0
streamlit-circular-progress-component,322077,0
streamlit-force-graph-simulator,322078,0
streamlit-forum,322079,0
streamlit-echarts,322080,0
streamlit-google-geochart,322081,0
streamlit-firstlanguage,322082,0
streamlit-folium,322083,0
streamlit-gchart,322084,0
streamlit-gradio,322086,0
streamlit-flashcard,322087,0
streamlit-drawable-canvas,322088,0
streamlit-fesion,322090,0
streamlit-globe,322091,0
streamlit-geo-selector,322093,0
streamlit-gov-uk-components,322096,0
streamlit-huggingface,322097,0
streamlit-icon-component,322098,0
streamlit-hgb,322100,0
streamlit-image-crop,322101,0
streamlit-img-label,322102,0
streamlit-jet,322103,0
streamlit-inspect,322104,0
streamlit-javascript,322105,0
streamlit-location,322106,0
streamlit-message,322107,0
streamlit-autorefresh,322108,0
streamlit-letsplot,322109,0
streamlit-launchpad,322110,0
streamlit-metrics,322111,0
streamlit-inspector,322112,0
streamlit-labelstudio,322113,0
streamlit-imagegrid,322114,0
streamlit-monaco-yaml,322115,0
streamlit-keplergl,322116,0
streamlit-pagination-component,322118,0
streamlit-persistence,322119,0
streamlit-observable,322121,0
streamlit-pandas-profiling,322122,0
streamlit-pages,322123,0
streamlit-option-menu,322124,0
streamlit-jina,322125,1
streamlit-on-hover-tabs,322126,0
streamlit-plotly-mapboxevents,322127,0
streamlit-elements,322128,0
streamlit-prophet,322129,0
streamlit-pydantic,322131,0
streamlit-profiler,322132,0
streamlit-nightly,322133,1
streamlit-pollination,322135,0
streamlit-parameters,322136,0
streamlit-raw-echarts,322137,0
streamlit-plotly-events,322138,0
streamlit-quill,322140,0
streamlit-react-flow,322142,0
streamlit-pretty-notification-box,322143,0
streamlit-stackoverflow,322145,0
streamlit-sync,322146,0
streamlit-searchbox,322147,0
streamlit-nivo,322148,0
streamlit-sortables,322149,0
streamlit-sidemenu,322150,0
streamlit-text-annotation,322153,0
streamlit-tfx,322154,0
streamlit-terran-timeline,322155,0
streamlit-text-like,322156,0
streamlit-tags,322157,0
streamlit-timing,322159,0
streamlit-visgraph,322160,0
streamlit-url-fragment,322161,0
streamlit-auth0-service,322162,0
streamlit-vtkjs,322163,0
streamlit-webcam-example,322164,0
streamlit-weather-widget,322165,0
streamlit-vega-lite,322167,0
streamlit-tensorboard,322168,1
streamlit-xui,322170,0
streamlit-webscrap-tool,322171,0
streamlit-text-rating,322172,0
streamlit-wordcloud,322174,0
streamlit-webrtc,322175,0
streamlit-widget-tracker,322176,0
streamlit-text-label,322181,0
streamlit-yellowbrick,322182,0
streamlit-gallery,322200,0
streamlit-player,322213,0
streamlit-kpi-metric,322215,0
streamlit-image-comparison,322216,0
streams-optimization,322217,0
streamlit-lottie,322221,0
streamlit-query-builder,322223,0
streamlit-server-state,322238,0
streamlit-supabase-auth,322239,0
stridespatial,322367,0
strigiform,322387,0
stringlifier,322495,1
stripnet,322523,0
stroll-srl,322571,0
st-row-buttons,322617,0
struct2tensor,322625,1
structure-detective,322690,0
structurediff,322709,1
strym,322737,0
stsb3,322740,0
st-speckmol,322778,0
ststransformers,322798,1
stt-gpu,322799,1
stt,322801,1
studioml,322870,1
stt-tflite,322885,1
st-ui-chips,322895,0
stvis,322945,0
stvae,322948,0
stylegan_zoo,322990,1
stylegan2-torch,322993,1
stylegan2-pytorch,323001,1
styletransfer,323013,0
stylish,323015,1
stylometer,323022,0
styletransfertensorflow,323024,0
styletransferart,323025,0
stylo-metrix,323032,0
styletx,323037,1
stylomepy,323038,0
subaligner,323076,0
subbrainsegment,323077,0
subgraph-extractor,323134,0
sublime-music,323171,0
subseasonal-toolkit,323301,0
subsync,323333,1
subtitlecore,323345,0
subtitle-sync,323365,0
subtree-metric,323375,0
subword-nmt,323388,1
successor,323398,0
sudachipy,323419,0
sudoku-ocr,323459,0
sudosearch,323473,0
sugaroid-chatterbot,323548,0
sugartime,323553,0
sugartensor,323559,1
suite2p,323598,0
sumbert,323656,0
summa-pkg,323683,0
summarext,323687,0
summarizers,323703,0
summ-eval,323720,0
summertime,323728,1
sumo-gym,323743,0
summit,323744,1
sumo-rl,323758,1
sums-learner,323775,0
sundial-framework,323827,0
sunds,323830,1
sunriseces,323909,0
suparkanbun,323954,0
supar,323966,1
suparunidic,323970,0
superai,324016,0
supercluster,324025,1
supercongan,324032,0
super-image,324086,1
super-gradients,324088,1
supermatch,324120,1
supernnova,324157,1
super-resolution,324183,0
superpehasher,324186,0
superraenn,324196,0
supervisely,324280,1
supply-depot,324346,0
supplychaind3,324348,1
surefire,324405,1
supplychaindemo1,324422,1
surgeon-pytorch,324475,1
surpyval,324514,0
surreal,324542,1
suzieq,324638,0
svlearn,324787,0
svision,324791,1
svrg-optimizer-keras,324849,0
swachhdata,324864,0
swag-client,324875,0
swag-dnn,324887,0
swagdnn,324896,0
swaggermap,324908,0
swaggerjmx-diff,324979,0
swarmlib,325033,1
swem,325163,0
swh.indexer,325210,0
swiftai,325217,1
swimlane-integration-testing,325293,0
swiss-army-keras,325330,1
swissarmytransformer,325332,0
swin-transformer-pytorch,325334,1
switch_activation,325402,0
swyft,325504,1
syft-tensorflow,325582,1
syft-proto,325583,1
syedmodels,325589,0
sygnet,325591,1
syft,325608,1
symdet,325696,0
symflow,325697,0
symjax,325712,1
symple,325755,1
sympyle,325774,1
sympy-plot-backends,325777,0
sympytorch,325794,1
synapse-auto-accept-invite,325803,0
synapses-py,325819,1
synapseml-cognitive,325827,1
synapseml,325830,1
synapyse,325838,1
syncnote,325917,1
syn-nli,325995,1
synonym-finder,326017,0
syne-tune,326030,0
synth-a-py,326075,0
synthetig,326090,0
synthtiger,326107,1
sysflow-tools,326186,0
sysflow,326267,0
sysxtract,326339,0
szurubooru-toolkit,326406,1
t2t-tuner,326418,1
t4sefinder,326445,0
t5s,326457,0
t5,326472,0
tab2img,326479,1
tabben,326493,1
t3f,326510,1
tabgan,326512,1
tablearn,326545,0
tableqa,326598,0
tablereader,326602,1
table-reconstruction,326670,0
tabular-data-synthesizer,326690,1
tabular-automl,326693,0
tab-transformer-pytorch,326708,1
tabular-ml-toolkit,326709,0
tacklebox,326736,0
tabnet,326752,0
tacotron,326783,1
tadam,326797,0
tad-dftd3,326805,0
tagc,326839,0
tagtog,326937,1
tai-chi-tuna,326964,0
tai-chi-engine,326979,1
tailab,327003,0
tailor-nlp,327039,0
taiwantrainverificationcode2text,327069,1
takeblipinsightextractor,327082,0
take-icusecases,327089,0
takeblipner,327094,0
takeblipsentimentanalysis,327097,0
takeblipmessagestructurer,327099,0
takeme-client-python,327105,0
takeusecases,327119,0
takespellchecker,327125,0
takesparkspellchecker,327126,0
takeblippostagger,327165,0
talos,327256,0
tamnun,327294,1
tamu-axolotl,327302,0
taming-transformers-rom1504,327303,0
tanay,327308,0
taming-transformers,327310,0
tamu-d3m,327331,0
tangent,327338,1
tangram-sc,327376,0
tankbuster,327400,1
taolunet,327505,0
tapas-table-parsing,327552,1
tape-proteins,327581,1
taper,327586,1
tapqir,327773,0
ta-py,327845,1
target-apprise,327927,0
targetran,327968,1
tarproc,328018,1
tars,328022,0
tasccoda,328061,1
taskbot,328082,1
taskdl,328106,1
tasklit,328239,0
tatau,328307,1
tati-tools,328311,1
tati,328313,1
tasrif,328335,0
taug,328339,0
taubd,328340,0
tavolo,328384,1
tawnyapi,328433,0
taxus,328447,0
tbert,328507,1
tbase,328508,0
tb3py,328524,0
tbnns,328546,0
tb-nightly,328550,1
tbparse,328561,1
tcellmatch,328634,0
tcex,328641,0
tchatbot,328668,1
tcegoframework,328671,0
tcn-sequence-models,328707,0
tbp-nightly,328725,1
tbplots,328740,0
tcs-sdk,328815,1
tdapiclient,328856,0
tdh-twitch-utils,328909,0
tdms-conver,328952,1
tdmysa,328956,1
tddpy,328973,0
tdml,329004,1
tdy-pkg-saquibquddus,329006,0
tdvisu,329007,0
tdy-pkg,329014,0
teachablehub,329016,1
teachable-machine,329019,0
teachable-machine-lite,329039,1
techai2,329153,1
teddynote,329256,1
tednet,329262,1
ted-talk-video-downloader,329273,0
teex,329308,1
tefla,329325,1
tegridy-tools,329336,1
teili,329349,1
telephone,329646,0
tells,329760,1
telluride-decoding,329762,1
teltebot,329801,1
templecmd,329987,1
tempocnn,330037,1
temporal-cache,330041,0
temporal-taggers,330078,1
tensiometer,330473,0
tensor2tensormanuel,330483,1
tensor2tensor-test,330485,1
tensor2tensor-dev,330486,1
tensorbank,330487,0
tensorbank-dev,330488,0
tensorbase,330489,1
tensionflow,330490,0
tensor2tensorm,330495,1
tensorboard-chainer,330498,1
tensorboard,330504,1
tensor2tensor,330505,1
tensorboard-plugin-3d,330506,0
tensorboard-plugin-geometry,330507,0
tensorboard-plugin-profile,330508,1
tensorboard-plugin-fairness-indicators,330509,1
tensorboard-projects,330510,0
tensorboard-plugin-netron,330511,0
tensorbayes,330512,1
tensorboard-reducer,330513,1
tensorboard-termplot,330515,0
tensorboard-data-server,330517,1
tensorbuilder,330518,1
tensorboard-pytorch,330519,1
tensorcom,330520,1
tensor-canvas,330523,1
tensorcheck,330524,0
tensorcircuit,330526,0
tensorboardx,330531,1
tensorboard-reporter,330534,0
tensorcv,330536,1
tensorcross,330538,0
tensordiffeq,330539,1
tensor-evolution,330540,1
tensorfi,330541,1
tensorflow-addons,330544,1
tensorflow-aarch64,330545,1
tenseal,330547,1
tensorflow-ascend,330549,1
tensorflow-compression,330552,1
tensorflow-chatbots,330554,0
tensorflow-cpu,330556,1
tensorflow-auto,330557,1
tensorflow-cloud,330559,1
tensorclus,330560,0
tensorflow-datasets-ko,330562,1
tensorflowasr,330564,1
tensorflowcv,330566,1
tensorflow-data-validation,330567,1
tensorflow-deploy-utils,330570,1
tensorfit,330571,1
tensorflow-el-8lbah,330572,1
tensorflow-extra,330575,1
tensorflow-encrypted,330576,1
tensorflow-cpu-aws,330577,1
tensorcraft,330578,1
tensorflow-directml,330579,1
tensorflow-fedora28,330581,1
tensorflow-auto-detect,330582,1
tensorflow-federated,330583,1
tensorflow_forward_ad,330584,1
tensor-dash,330585,1
tensorflow-font2char2word2sent2doc,330586,1
tensorflow-gcp,330587,1
tensorflow-estimator,330588,1
tensorflow-gan,330589,1
tensorflow-extenteten,330590,1
tensorflow,330594,1
tensorflow-enterprise-addons,330596,1
tensorflow-decision-forests,330597,1
tensorflow-gnn,330599,1
tensorflow-io-2.0-preview,330600,1
tensorflow_hmm,330601,1
tensorflow-hs-addon,330602,1
tensorflow-datasets,330603,1
tensorflow-io-plugin-gs-nightly,330604,1
tensorflow-federated-nightly,330605,1
tensorflow-io-gcs-filesystem-nightly,330607,1
tensorflow-determinism,330608,1
tensorflow-constrained-optimization,330611,1
tensorflow-lattice-gpu,330612,1
tensorflow-hub,330613,1
tensorflow-gpu-estimator,330614,1
tensorflow-lattice,330615,1
tensorflow-graphics-gpu,330616,1
tensorflow-coder-colab-logging,330617,1
tensorflow-metal,330618,1
tensorflow_nlp,330619,1
tensorflow-gpu,330621,1
tensorflow-coder,330624,1
tensorflow-model-remediation,330625,1
tensorflow-io,330626,1
tensorflow-io-gcs-filesystem,330627,1
tensorflow-mri,330628,1
tensorflow-onmttok-ops,330629,1
tensorflow-kernels,330630,1
tensorflow-play,330632,1
tensorflow-cpu-estimator,330633,1
tensorflow-plot,330634,1
tensorflow-model-optimization,330635,1
tensorflow-privacy,330637,0
tensorflow-probability,330638,1
tensorflow-qndex,330640,1
tensorflow-radam,330641,1
tensorflow-qnd,330643,1
tensorflow-recommenders-addons,330644,1
tensorflow-ranking,330645,1
tensorflow-riemopt,330647,1
tensorflow-search,330649,1
tensorflow-rocm-enhanced,330650,1
tensorflowonspark,330651,1
tensorflow-rocm,330652,1
tensorflow-serving-api-gpu,330653,1
tensorflow-macos,330654,1
tensorflow-metadata,330655,1
tensorflow-scientific,330656,1
tensorflow-sparse-conv-ops,330657,1
tensorflow-recommenders,330658,1
